Daily,AUDJPY,AUDUSD,EURGBP,EURUSD,GBPJPY,GBPUSD,USDCAD,USDCHF,USDJPY,Oil,NatGas,Copper,Gold,Soy,Corn
8/21/2013,87.64,0.8971,0.8529,1.3357,152.97,1.5659,1.0474,0.9225,97.67,103.85,3.46,3.312,1370.6,1330.62,498
8/20/2013,88.25,0.9073,0.8565,1.3417,152.41,1.5667,1.0392,0.9175,97.28,104.97,3.444,3.34,1373.1,1309.25,483.62
8/19/2013,88.89,0.911,0.8521,1.3335,152.68,1.5649,1.0346,0.9241,97.56,107.1,3.463,3.337,1366.2,1322.12,493.25
8/16/2013,89.58,0.9185,0.8528,1.333,152.43,1.563,1.0336,0.9264,97.53,107.46,3.368,3.365,1371.7,1283.25,473.88
8/15/2013,89,0.9141,0.8534,1.3348,152.31,1.5641,1.0305,0.9261,97.37,107.33,3.419,3.338,1361.6,1289,482.25
8/14/2013,89.51,0.9122,0.8552,1.3256,152.12,1.55,1.0341,0.9357,98.14,106.85,3.342,3.341,1334,1268.62,464.75
8/13/2013,89.52,0.9115,0.8585,1.3262,151.71,1.5449,1.0345,0.933,98.2,106.83,3.285,3.318,1321.2,1257.88,455.75
8/12/2013,88.65,0.9149,0.8601,1.33,149.85,1.5463,1.0307,0.9257,96.91,106.11,3.31,3.307,1334.7,1256.5,472.5
8/9/2013,88.45,0.9193,0.8609,1.3343,149.14,1.55,1.0289,0.9228,96.22,105.97,3.23,3.308,1312.9,1219.62,464.75
8/8/2013,88.06,0.9104,0.8611,1.3381,150.28,1.5538,1.0327,0.9202,96.73,103.4,3.297,3.271,1310.7,1228.25,473.5
8/7/2013,86.7,0.9,0.861,1.3337,149.21,1.5489,1.0424,0.9217,96.33,104.37,3.247,3.178,1286.1,1199.25,468.5
8/6/2013,87.84,0.8987,0.8669,1.3307,150.02,1.5348,1.0375,0.9261,97.75,105.3,3.318,3.172,1283.2,1194.12,472.88
8/5/2013,87.8,0.8931,0.8632,1.3258,150.96,1.5358,1.036,0.9274,98.31,106.56,3.319,3.167,1302.6,1208.62,469.5
8/2/2013,88.1,0.8902,0.8688,1.3282,151.31,1.5289,1.0388,0.9294,98.97,106.94,3.347,3.17,1310.6,1211.88,476
8/1/2013,88.85,0.8925,0.8734,1.3207,150.51,1.512,1.0348,0.9371,99.55,107.89,3.387,3.164,1311,1235.25,487.62
7/31/2013,87.92,0.8982,0.8747,1.3302,148.85,1.5208,1.0277,0.9263,97.88,105.03,3.446,3.119,1312.4,1247.25,499.25
7/30/2013,88.83,0.9062,0.8704,1.3263,149.39,1.5237,1.031,0.9297,98.03,103.08,3.432,3.041,1324,1247.88,496.25
7/29/2013,90.17,0.9206,0.8646,1.3262,150.26,1.5338,1.0266,0.9313,97.95,104.55,3.459,3.116,1326.55,1272.25,489.25
7/26/2013,91.03,0.9263,0.8633,1.3279,151.16,1.5381,1.0283,0.9284,98.28,104.7,3.555,3.109,1321.7,1350,491.62
7/25/2013,91.82,0.9247,0.8627,1.3277,152.83,1.5392,1.028,0.9297,99.3,105.49,3.644,3.188,1329,1353.62,495.5
7/24/2013,91.88,0.9164,0.8619,1.32,153.54,1.5315,1.0318,0.9375,100.25,105.39,3.698,3.182,1319.7,1392.38,508.13
7/23/2013,92.44,0.9297,0.8604,1.3223,152.81,1.5369,1.0288,0.9349,99.43,107.23,3.743,3.198,1335.1,1461.62,523.38
7/22/2013,92.19,0.925,0.8584,1.3186,153.09,1.536,1.0336,0.9364,99.67,106.91,3.677,3.189,1336.4,1520.62,541
7/19/2013,92.33,0.9173,0.8608,1.3142,153.68,1.5268,1.0368,0.941,100.65,108.05,3.789,3.15,1293.3,1489.88,543.12
7/18/2013,92.08,0.9169,0.8609,1.311,152.94,1.523,1.0376,0.9446,100.42,108.04,3.812,3.143,1284.6,1472,540
7/17/2013,91.98,0.9237,0.8628,1.3125,151.5,1.5213,1.0405,0.9411,99.58,106.48,3.629,3.14,1277.9,1478.88,538.5
7/16/2013,91.69,0.9253,0.8681,1.3162,150.24,1.5161,1.037,0.9391,99.09,106,3.677,3.2,1290.8,1474.88,545.5
7/15/2013,90.86,0.9098,0.8651,1.3062,150.79,1.5099,1.0429,0.9484,99.86,106.32,3.674,3.161,1283.8,1453,536.75
7/12/2013,89.78,0.9049,0.865,1.3068,149.91,1.5108,1.0394,0.9466,99.22,105.95,3.644,3.171,1277.8,1428.12,544.12
7/11/2013,90.92,0.9188,0.8625,1.3096,150.26,1.5185,1.0366,0.9471,98.96,104.91,3.613,3.183,1280.1,1474.12,559.12
7/10/2013,91.42,0.9173,0.8646,1.2976,149.6,1.5011,1.0467,0.9585,99.67,106.52,3.68,3.101,1247.4,1465.88,554.38
7/9/2013,92.83,0.9177,0.8598,1.2781,150.38,1.4867,1.0522,0.9726,101.16,103.53,3.657,3.076,1245.9,1467,552.5
7/8/2013,92.22,0.9133,0.8608,1.287,150.96,1.4951,1.0557,0.9637,100.97,103.14,3.741,3.111,1234.9,1455.88,534.12
7/5/2013,91.76,0.9067,0.8618,1.2832,150.68,1.4889,1.0578,0.9636,101.2,103.22,3.617,3.08,1212.9,1432.12,526.62
7/4/2013,91.5,0.9146,0.8568,1.2913,150.79,1.5072,1.0512,0.9566,100.05,101.4,3.667,3.147,1247.05,1441.62,533.12
7/3/2013,90.81,0.9087,0.8514,1.3009,152.66,1.5279,1.0501,0.9466,99.92,101.24,3.69,3.174,1252.1,1441.62,533.12
7/2/2013,92.05,0.9147,0.8565,1.2979,152.5,1.5154,1.0543,0.9506,100.63,99.6,3.654,3.142,1243.6,1434.5,533.5
7/1/2013,92.08,0.9238,0.8585,1.3064,151.66,1.5217,1.0496,0.9453,99.67,97.99,3.577,3.155,1255.9,1435.25,532.88
6/28/2013,90.62,0.9137,0.8552,1.301,150.81,1.5212,1.0519,0.9447,99.14,96.56,3.565,3.05,1223.8,1429.38,547
6/27/2013,91.22,0.9275,0.8545,1.3037,150.07,1.5258,1.0477,0.9453,98.36,97.05,3.582,3.053,1211.4,1431.62,572.38
6/26/2013,90.68,0.9277,0.8496,1.3012,149.69,1.5315,1.047,0.9431,97.75,95.5,3.707,3.041,1229.6,1426.25,575.12
6/25/2013,90.58,0.9261,0.8483,1.3085,150.84,1.5424,1.0512,0.9382,97.81,95.32,3.647,3.071,1274.8,1428.88,578.25
6/24/2013,90.39,0.9249,0.85,1.3118,150.83,1.5433,1.0498,0.9331,97.73,95.18,3.739,3.026,1276.8,1422,579.62
6/21/2013,90.25,0.9219,0.8511,1.3123,150.95,1.5418,1.0457,0.9345,97.9,93.69,3.771,3.096,1291.6,1491.5,661.12
6/20/2013,89.48,0.9197,0.8524,1.322,150.88,1.5509,1.0389,0.9272,97.28,95.4,3.877,3.062,1285.9,1499.5,672.88
6/19/2013,89.67,0.9294,0.8586,1.3295,149.4,1.5486,1.0273,0.9282,96.47,98.24,3.963,3.143,1373.6,1519.38,680.12
6/18/2013,90.44,0.9486,0.8562,1.3394,149.12,1.5643,1.0211,0.9204,95.33,98.44,3.905,3.157,1366.6,1512.62,672.5
6/17/2013,90.23,0.9547,0.8504,1.3369,148.58,1.5721,1.0185,0.9227,94.51,97.77,3.875,3.202,1382.8,1512.5,670.12
6/14/2013,90.03,0.9568,0.8498,1.3347,147.76,1.5705,1.017,0.9211,94.08,97.85,3.733,3.204,1387.3,1516.62,654
6/13/2013,91.93,0.9639,0.8508,1.3375,149.93,1.5719,1.0157,0.9218,95.38,96.69,3.814,3.185,1377.6,1509.5,645
6/12/2013,91.05,0.9482,0.8507,1.3337,150.58,1.5679,1.0209,0.9206,96.03,95.88,3.777,3.225,1391.8,1539.88,651.88
6/11/2013,90.52,0.9426,0.8508,1.3315,150.28,1.5649,1.0186,0.9246,96.03,95.38,3.724,3.193,1377,1542.12,659.12
6/10/2013,93.48,0.9464,0.8514,1.3257,153.81,1.5572,1.0194,0.9333,98.77,95.77,3.8,3.239,1386.2,1514.12,649.5
6/7/2013,92.62,0.9495,0.8498,1.3223,151.76,1.5558,1.0196,0.9361,97.55,96.03,3.828,3.266,1383,1525.75,666.12
6/6/2013,93.02,0.9594,0.849,1.3247,151.28,1.5602,1.0265,0.9293,96.96,94.76,3.827,3.316,1415.7,1529.12,663.62
6/5/2013,94.52,0.9544,0.85,1.3094,152.62,1.5406,1.0345,0.9424,99.06,93.74,4.001,3.367,1398.4,1531.62,661.5
6/4/2013,96.53,0.965,0.8541,1.308,153.18,1.5313,1.0341,0.947,100.03,93.31,3.998,3.365,1397.1,1529.75,661.12
6/3/2013,97.28,0.9772,0.8535,1.3076,152.51,1.5321,1.0277,0.9473,99.53,93.45,3.991,3.327,1411.7,1532.75,656.12
5/31/2013,96.19,0.9573,0.8552,1.2999,152.74,1.5199,1.0378,0.9552,100.48,91.97,3.984,3.289,1392.6,1510.12,663.88
5/30/2013,97.33,0.9661,0.8567,1.305,153.45,1.5233,1.0299,0.9532,100.73,93.61,4.023,3.311,1411.5,1495.12,655.12
5/29/2013,97.47,0.9634,0.8552,1.2941,153.09,1.5131,1.0352,0.962,101.16,93.13,4.148,3.291,1392.15,1502.5,665.38
5/28/2013,98.44,0.9616,0.8547,1.2856,153.99,1.5042,1.04,0.9769,102.38,95.01,4.174,3.312,1379.1,1508.38,665.88
5/27/2013,97.25,0.9633,0.8562,1.2932,152.47,1.5103,1.0339,0.9631,100.94,93.83,4.312,3.306,1395.95,1475.25,656.12
5/24/2013,97.72,0.9647,0.8548,1.2932,153.22,1.5127,1.0318,0.9617,101.29,94.15,4.237,3.292,1385.25,1475.25,656.12
5/23/2013,99.49,0.9751,0.8562,1.2936,154.14,1.5108,1.0305,0.9688,102.03,94.25,4.261,3.3,1392,1493.75,662.12
5/22/2013,100.03,0.9698,0.8545,1.2858,155.24,1.5049,1.037,0.9783,103.16,94.28,4.186,3.377,1367.6,1494.38,658.62
5/21/2013,100.48,0.9804,0.8516,1.2907,155.34,1.5155,1.0266,0.9701,102.5,96.16,4.192,3.339,1377.8,1478.75,638.62
5/20/2013,100.32,0.9809,0.8446,1.2884,156.01,1.5255,1.0241,0.9668,102.27,96.71,4.09,3.357,1384.3,1465.12,649.88
5/17/2013,100.39,0.9728,0.8464,1.2839,156.57,1.5171,1.0279,0.9725,103.21,96.02,4.055,3.321,1364.9,1448.5,653.12
5/16/2013,100.3,0.9809,0.8436,1.2882,156.15,1.5271,1.0194,0.9647,102.25,95.16,3.932,3.292,1387.1,1429.12,642
5/15/2013,101.2,0.9899,0.8459,1.2887,155.75,1.5235,1.0157,0.9649,102.23,94.3,4.07,3.267,1396.5,1413.88,650.62
5/14/2013,101.24,0.989,0.8494,1.292,155.71,1.5212,1.018,0.967,102.36,94.21,4.024,3.291,1424.7,1416.38,652.88
5/13/2013,101.34,0.9953,0.8481,1.2976,155.78,1.5298,1.0107,0.9572,101.83,95.17,3.925,3.362,1434.5,1419.5,656.5
5/10/2013,101.84,1.0023,0.8457,1.2993,156.13,1.5365,1.0099,0.9568,101.61,96.04,3.91,3.356,1436.8,1398.62,636.75
5/9/2013,101.55,1.0093,0.8443,1.3043,155.43,1.5449,1.0069,0.9482,100.61,96.39,3.983,3.341,1468.8,1409.38,647.38
5/8/2013,100.69,1.0171,0.8467,1.3153,153.79,1.5534,1.003,0.9357,99,96.62,3.978,3.371,1473.9,1391.38,633.38
5/7/2013,100.85,1.0186,0.8446,1.3078,153.33,1.5486,1.0043,0.9404,99.02,95.62,3.92,3.3,1449,1382.5,639.62
5/6/2013,101.86,1.0254,0.8413,1.3076,154.41,1.5542,1.0068,0.9384,99.34,96.16,4.011,3.31,1468.1,1368.25,636.5
5/3/2013,102.19,1.0319,0.8422,1.3115,154.22,1.5573,1.008,0.9354,99.03,95.61,4.041,3.313,1464.3,1387.38,661.62
5/2/2013,100.41,1.0249,0.8409,1.3064,152.19,1.5535,1.0104,0.9349,97.97,93.99,4.025,3.104,1467.7,1373.88,662
5/1/2013,100.1,1.0278,0.8473,1.3179,151.49,1.5555,1.0085,0.9274,97.39,91.03,4.326,3.083,1446.3,1372.62,646.5
4/30/2013,101.03,1.0371,0.8477,1.3167,151.33,1.5533,1.0073,0.9293,97.42,93.46,4.343,3.188,1472.2,1396.5,648.88
4/29/2013,101.19,1.035,0.845,1.3099,151.54,1.5501,1.0112,0.9365,97.77,94.5,4.392,3.225,1467.4,1408.62,659.88
4/26/2013,100.8,1.028,0.8417,1.3029,151.78,1.5479,1.0169,0.9424,98.05,93,4.151,3.185,1453.6,1431,643.88
4/25/2013,102.17,1.0293,0.8431,1.3013,153.19,1.5433,1.0198,0.9447,99.25,93.64,4.167,3.238,1461.8,1424,645.38
4/24/2013,102.25,1.0277,0.8525,1.3016,151.9,1.5268,1.0256,0.9468,99.48,91.43,4.166,3.158,1423.4,1404.38,638.88
4/23/2013,102.08,1.0263,0.8531,1.2999,151.56,1.5238,1.0257,0.9456,99.47,89.18,4.238,3.094,1408.6,1419.12,638.38
4/22/2013,101.95,1.0275,0.8545,1.3067,151.75,1.5293,1.0255,0.9342,99.22,88.76,4.267,3.132,1421,1418,646
4/19/2013,102.28,1.0275,0.857,1.3052,151.58,1.5232,1.0265,0.9334,99.52,88.01,4.408,3.151,1395.3,1427.38,651.88
4/18/2013,101.14,1.0302,0.854,1.3052,150.03,1.528,1.0259,0.9326,98.17,87.73,4.401,3.204,1392,1431.75,644.38
4/17/2013,101.14,1.0297,0.8553,1.3031,149.66,1.5238,1.0264,0.9328,98.11,86.68,4.214,3.188,1382.2,1421.12,659
4/16/2013,101.36,1.0391,0.8577,1.3177,149.91,1.5362,1.021,0.9224,97.54,88.72,4.16,3.307,1386.8,1412.38,663.38
4/15/2013,99.32,1.0313,0.8532,1.3036,147.28,1.5285,1.0256,0.9314,96.78,88.71,4.137,3.28,1360.6,1395.88,645.62
4/12/2013,103.39,1.0508,0.8545,1.3112,150.93,1.5342,1.0136,0.9274,98.4,91.29,4.222,3.349,1501,1413.25,658.62
4/11/2013,105.06,1.0545,0.8517,1.3103,153.4,1.5384,1.0104,0.9308,99.68,93.51,4.139,3.428,1564.3,1401.75,650.62
4/10/2013,105.2,1.0542,0.8525,1.307,152.93,1.5331,1.0142,0.9326,99.78,94.64,4.085,3.414,1558.3,1393.12,649.12
4/9/2013,103.91,1.0488,0.8537,1.3082,151.74,1.5322,1.0165,0.9325,99.03,94.2,4.017,3.438,1586.2,1395.75,643.88
4/8/2013,103.47,1.0412,0.8532,1.3009,151.64,1.5254,1.0167,0.9349,99.36,93.36,4.082,3.368,1572,1377.38,633.75
4/5/2013,101.2,1.0376,0.8469,1.2991,149.59,1.5335,1.0175,0.9348,97.53,92.7,4.125,3.34,1575.4,1362.25,628.88
4/4/2013,100.47,1.0436,0.849,1.2935,146.74,1.5235,1.0128,0.9399,96.34,93.26,3.947,3.345,1551.8,1368.25,629.25
4/3/2013,97.33,1.0462,0.8488,1.2851,140.84,1.5128,1.0146,0.945,93.06,94.45,3.9,3.325,1552.8,1381.75,642.88
4/2/2013,97.62,1.0448,0.8487,1.2819,141.1,1.5104,1.0146,0.9488,93.44,97.19,3.969,3.372,1575.1,1392.5,641.88
4/1/2013,97.25,1.0424,0.8434,1.2849,142.1,1.5229,1.0168,0.9466,93.23,97.07,4.015,3.368,1600,1393.75,645.88
3/29/2013,98.17,1.0419,0.843,1.282,143.28,1.5203,1.0174,0.9494,94.22,97.23,4.024,3.395,1594.8,1404.38,695.12
3/28/2013,98.06,1.0412,0.8436,1.2815,143.1,1.5193,1.0162,0.9498,94.14,97.23,4.024,3.395,1594.8,1404.38,695.12
3/27/2013,98.64,1.0445,0.8446,1.278,142.97,1.5131,1.016,0.954,94.44,96.58,4.068,3.435,1606.2,1453.5,733.62
3/26/2013,98.98,1.0485,0.8482,1.2861,143.19,1.5159,1.016,0.9483,94.44,96.34,3.976,3.433,1595.8,1446.5,729.38
3/25/2013,98.48,1.0467,0.847,1.2852,142.88,1.5174,1.0213,0.9483,94.17,94.81,3.865,3.435,1604.6,1437.38,730.62
3/22/2013,98.7,1.0445,0.8527,1.2988,143.96,1.5231,1.0232,0.9407,94.52,93.71,3.927,3.454,1606.2,1439.62,726.12
3/21/2013,99.05,1.0438,0.8503,1.2898,143.99,1.5173,1.0252,0.9464,94.89,92.45,3.935,3.423,1613.8,1447.38,731
3/20/2013,99.67,1.0379,0.8565,1.2933,145.02,1.5097,1.026,0.9453,96.03,92.96,3.96,3.436,1607.5,1423.25,730.38
3/19/2013,98.59,1.0369,0.8527,1.2882,143.56,1.5099,1.0268,0.9469,95.16,92.16,3.969,3.396,1611.3,1411.38,727.62
3/18/2013,99,1.0401,0.8576,1.2956,143.77,1.5106,1.0223,0.9462,95.22,93.74,3.882,3.417,1604.6,1410.25,719.12
3/15/2013,99.22,1.0409,0.8652,1.3076,144.03,1.5116,1.0193,0.9388,95.28,93.45,3.872,3.508,1592.5,1426.38,717.88
3/14/2013,99.75,1.0384,0.8622,1.3005,144.91,1.5082,1.0223,0.9472,96.11,93.03,3.812,3.523,1590.6,1436.62,715.38
3/13/2013,98.99,1.0298,0.8685,1.2961,143.4,1.4922,1.0276,0.9524,96.11,92.52,3.68,3.51,1588.3,1448.25,711
3/12/2013,99.13,1.0324,0.8742,1.3034,143.21,1.4904,1.0257,0.9471,96.08,92.54,3.645,3.538,1591.5,1468.38,713.25
3/11/2013,99,1.0282,0.8748,1.3045,143.62,1.4914,1.0259,0.9473,96.28,92.06,3.649,3.5,1577.8,1478.38,710.38
3/8/2013,98.3,1.0233,0.8712,1.3006,143.37,1.4917,1.0285,0.9514,96.03,91.95,3.629,3.491,1576.6,1472.62,703.38
3/7/2013,97.41,1.0267,0.8729,1.3107,142.41,1.5014,1.0294,0.9427,94.83,91.56,3.582,3.502,1574.8,1472.12,691.62
3/6/2013,96.31,1.0232,0.864,1.2967,141.41,1.5018,1.0319,0.9487,94.08,90.43,3.47,3.474,1574.6,1462.75,688.62
3/5/2013,95.6,1.0258,0.8625,1.3052,141.09,1.5127,1.0271,0.9409,93.29,90.82,3.529,3.497,1574.6,1466.38,706.88
3/4/2013,95.22,1.0196,0.8619,1.3027,141.17,1.5115,1.0273,0.9409,93.48,90.12,3.529,3.483,1572.1,1462.88,704.25
3/1/2013,95.38,1.0203,0.8664,1.3021,140.6,1.5038,1.0269,0.943,93.59,90.68,3.456,3.482,1571.9,1444.5,708.75
2/28/2013,94.59,1.0214,0.8616,1.3056,140.44,1.5162,1.0306,0.9365,92.56,92.05,3.486,3.527,1577.7,1448.75,703.12
2/27/2013,94.33,1.0233,0.8669,1.3139,139.77,1.5159,1.0228,0.9298,92.23,92.76,3.434,3.545,1595.2,1439.38,696.38
2/26/2013,94.01,1.0228,0.8632,1.3061,139.04,1.5124,1.026,0.9319,91.98,92.63,3.427,3.567,1615.2,1435.88,694.62
2/25/2013,94.03,1.0258,0.8613,1.3062,138.75,1.5163,1.0261,0.9324,91.81,93.11,3.414,3.541,1586.2,1434.75,685.62
2/22/2013,96.5,1.032,0.8648,1.3191,142.44,1.5163,1.0214,0.9294,93.41,93.13,3.291,3.53,1572.4,1459.88,690.62
2/21/2013,95.35,1.0246,0.8648,1.3189,141.96,1.5254,1.0185,0.931,93.11,92.84,3.246,3.55,1578.2,1490.12,692.88
2/20/2013,95.94,1.0257,0.8716,1.3281,142.69,1.5234,1.0167,0.9272,93.56,94.46,3.279,3.606,1577.6,1479.25,700.38
2/19/2013,96.84,1.0354,0.8678,1.3388,144.31,1.5424,1.0113,0.9226,93.58,96.66,3.272,3.644,1603.6,1471.12,696.88
2/18/2013,96.75,1.0307,0.8632,1.3352,145.31,1.5466,1.0106,0.9235,93.95,95.86,3.153,3.691,1608.8,1425.5,697.88
2/15/2013,96.38,1.0306,0.8611,1.3363,145.12,1.5518,1.0064,0.9214,93.52,95.86,3.153,3.731,1608.8,1425.5,697.88
2/14/2013,96.17,1.0359,0.8622,1.3361,143.81,1.5494,1.001,0.9211,92.88,97.31,3.163,3.73,1634.7,1421,696.5
2/13/2013,96.72,1.0371,0.8656,1.3454,145.19,1.5543,1.0019,0.9169,93.39,97.01,3.306,3.734,1644.2,1425.88,696.38
2/12/2013,96.34,1.0307,0.8591,1.3454,146.41,1.5663,1.0022,0.9171,93.47,97.51,3.23,3.736,1648.7,1426,697.88
2/11/2013,96.54,1.0255,0.8558,1.3406,147.19,1.5659,1.0048,0.9203,94.33,97.03,3.279,3.718,1648.2,1433.5,701.38
2/8/2013,95.72,1.032,0.846,1.3365,146.49,1.5798,1.0024,0.9175,92.69,95.72,3.272,3.753,1666,1453.38,709.88
2/7/2013,96.22,1.0281,0.8529,1.3397,146.95,1.5716,0.9979,0.9185,93.63,95.83,3.285,3.72,1670.4,1486.12,710.88
2/6/2013,96.56,1.0319,0.8634,1.3522,146.49,1.5662,0.9957,0.9102,93.64,96.62,3.418,3.733,1677.7,1486,721.38
2/5/2013,97.27,1.0388,0.8675,1.3583,146.48,1.5658,0.9956,0.9084,93.63,96.64,3.399,3.761,1672.4,1493,727.25
2/4/2013,96.35,1.0438,0.8575,1.3514,145.55,1.5762,0.9988,0.9084,92.38,96.17,3.315,3.759,1675.3,1489.12,733.62
2/1/2013,96.48,1.0407,0.8692,1.364,145.72,1.5693,0.9964,0.9082,92.72,97.77,3.301,3.776,1669.4,1476.12,735.62
1/31/2013,95.5,1.0424,0.8563,1.3579,145.18,1.5857,0.997,0.91,91.72,97.49,3.339,3.724,1660.6,1470.62,740.62
1/30/2013,94.82,1.0417,0.8585,1.3568,143.88,1.5801,1.0014,0.9108,91.08,97.94,3.335,3.74,1679.9,1478,740.5
1/29/2013,95,1.0475,0.8561,1.3493,143.01,1.5763,1.0009,0.9213,90.73,97.57,3.226,3.678,1660.7,1450.12,727.38
1/28/2013,94.53,1.0417,0.8574,1.3456,142.44,1.5695,1.0061,0.9262,90.85,96.44,3.289,3.649,1652.4,1445.38,728.38
1/25/2013,94.79,1.0424,0.8518,1.3461,143.66,1.5803,1.0057,0.9264,90.92,95.88,3.444,3.639,1656.4,1440.62,720.12
1/24/2013,94.54,1.0451,0.8471,1.3376,142.71,1.5789,1.0025,0.9291,90.33,95.95,3.446,3.664,1669.5,1439,725.38
1/23/2013,93.61,1.0555,0.8406,1.3318,140.6,1.5846,0.9991,0.9293,88.61,95.23,3.554,3.671,1686.3,1431.38,718.38
1/22/2013,93.78,1.0566,0.8413,1.3321,140.5,1.584,0.9919,0.9293,88.71,96.24,3.558,3.691,1692.8,1448.62,727.12
1/21/2013,94.27,1.0516,0.841,1.3314,141.86,1.583,0.9929,0.9325,89.61,95.56,3.566,3.67,1686.6,1428.38,727.38
1/18/2013,94.67,1.0511,0.839,1.3319,143,1.5868,0.9918,0.9353,90.08,95.56,3.566,3.663,1686.6,1428.38,727.38
1/17/2013,94.77,1.0546,0.836,1.3377,143.79,1.5993,0.9859,0.9327,89.88,95.49,3.494,3.647,1690.4,1436.88,726.88
1/16/2013,93.47,1.0573,0.8303,1.329,141.51,1.6007,0.9859,0.9311,88.39,94.24,3.435,3.591,1682.7,1438.88,731.62
1/15/2013,93.7,1.0566,0.8282,1.3304,142.54,1.6066,0.9841,0.9319,88.79,93.28,3.455,3.623,1683.4,1415.88,729.88
1/14/2013,94.45,1.0566,0.832,1.3383,143.79,1.6078,0.9838,0.9219,89.47,94.14,3.373,3.619,1668.9,1417.88,723.88
1/11/2013,94,1.0536,0.8273,1.3344,143.84,1.6133,0.9848,0.9135,89.18,93.56,3.327,3.639,1660,1375.88,709.25
1/10/2013,93.86,1.0597,0.8208,1.3271,143.06,1.6167,0.9832,0.9141,88.78,93.82,3.193,3.695,1677.3,1376.5,696.88
1/9/2013,92.29,1.0514,0.8152,1.3064,140.68,1.6022,0.9877,0.9253,87.88,93.1,3.113,3.656,1654.8,1387.25,696.38
1/8/2013,91.5,1.0503,0.8149,1.3082,139.88,1.6056,0.9867,0.9242,87.05,93.15,3.218,3.657,1661.5,1384.38,688.88
1/7/2013,92.22,1.0503,0.8138,1.3116,141.49,1.6114,0.9857,0.9213,87.78,93.19,3.266,3.663,1645.5,1390.62,686.38
